trade,state_name,state,median_hourly_wage_usd,wage_differential_vs_national_pct,median_wage_source,license_regime,license_source
commercial-cleaning,Colorado,CO,17.46,3.68,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_co.htm","No state-level license is required for commercial cleaning or janitorial contractors in Colorado. The Colorado Department of Regulatory Agencies (DORA) Division of Professions and Occupations licenses specific skilled trades (e.g., electrical and plumbing under C.R.S. Title 12) but does not issue state licenses or maintain licensing tiers for janitorial or commercial cleaning services. Local municipalities or county building/business departments may require general local business licenses.","Colorado Department of Regulatory Agencies (DORA) Division of Professions and Occupations, 2023, https://dpo.colorado.gov"
commercial-cleaning,Connecticut,CT,17.6,4.51,"U.S. Bureau of Labor Statistics (BLS), May 2023 State Occupational Employment and Wage Estimates - Connecticut, https://www.bls.gov/oes/current/oes_ct.htm","No state-level trade license is required in Connecticut for commercial cleaning and janitorial services. The Connecticut Department of Consumer Protection (DCP) licenses specialized trades (e.g., electrical, plumbing, HVAC) and registers major/home improvement contractors, but routine commercial janitorial services fall outside these occupational licensing requirements. General business registration with the Connecticut Secretary of the State and Department of Revenue Services is required.","Connecticut Department of Consumer Protection (DCP), 2024, https://portal.ct.gov/dcp"
commercial-cleaning,Delaware,DE,15.61,-7.3,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_de.htm","Delaware does not require a trade-specific state contractor license for commercial cleaning or janitorial services. However, all commercial entities operating in the state must register for a general Delaware Business License through the Delaware Division of Revenue. Local municipal business licenses may also be required depending on the city or county.","Delaware Division of Revenue, 2024"
commercial-cleaning,Florida,FL,14.33,-14.9,"U.S. Bureau of Labor Statistics (BLS) May 2023 State Occupational Employment and Wage Estimates - Florida, 2024, https://www.bls.gov/oes/current/oes_fl.htm","No state-level trade or occupational license is required for general commercial cleaning and janitorial services (SOC 37-2011) in Florida. The Florida Department of Business and Professional Regulation (DBPR) does not regulate standard janitorial operations. Businesses are required to register their business entity with the Florida Division of Corporations (Sunbiz) and obtain Local Business Tax Receipts (BTRs) from the county and/or municipality where they operate under Chapter 205, Florida Statutes. State-level licensure only applies to adjacent specialty services such as mold remediation (DBPR Chapter 468) or structural contractor work (DBPR Chapter 489).","Florida Department of Business and Professional Regulation (DBPR) / Chapter 205, Florida Statutes, 2024, http://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0200-0299/0205/0205.html"
commercial-cleaning,Georgia,GA,14.47,-14.07,"U.S. Bureau of Labor Statistics (BLS) May 2023 OEWS State Occupational Employment and Wage Estimates - Georgia, 2024, https://www.bls.gov/oes/current/oes_ga.htm","No state-level license is required for commercial cleaning and janitorial services (BLS SOC 37-2011) in Georgia. Licensing is governed strictly at the municipal or county level, where businesses must obtain a local Occupational Tax Certificate (business license). There are no state licensing tiers for this trade.","Georgia Secretary of State / Professional Licensing Boards Division, 2024, https://sos.ga.gov"
commercial-cleaning,Hawaii,HI,17.38,3.21,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_hi.htm","Standard commercial cleaning and janitorial services in Hawaii do not require a trade or contractor license at either the state or local level, provided the work does not involve structural construction/alteration exceeding $1,000, pesticide application, or biohazard waste disposal (such as C-60 medical/infectious waste contractor licensing). All entities must register their business with the Hawaii DCCA Business Registration Division and hold a General Excise Tax (GET) license from the Hawaii Department of Taxation.","Hawaii Department of Commerce and Consumer Affairs (DCCA) Contractors License Board, 2026, https://cca.hawaii.gov/pvl/boards/contractor"
commercial-cleaning,Idaho,ID,15.99,-5.05,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_id.htm","No state-level license is required for commercial cleaning and janitorial services (SOC 37-2011) in Idaho. State contractor registration through the Idaho Contractors Board under the Division of Occupational and Professional Licenses (DOPL) applies only to construction or structural alteration projects costing over $2,000, which excludes routine cleaning. Business licenses may be required at the local city or county level.","Idaho Division of Occupational and Professional Licenses (DOPL) - Idaho Contractors Board, 2024, https://dopl.idaho.gov"
commercial-cleaning,Illinois,IL,17.5,3.92,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_il.htm",No state-level license is required for commercial cleaning or janitorial contractors in Illinois. State contractor licensing under IDFPR is limited to specialized trades (such as plumbing and roofing); general commercial cleaning businesses are regulated and licensed at the local municipal or county level.,"Illinois Department of Financial and Professional Regulation (IDFPR), 2025, https://idfpr.illinois.gov"
commercial-cleaning,Indiana,IN,16.39,-2.67,"U.S. Bureau of Labor Statistics (BLS), May 2023 State Occupational Employment and Wage Estimates - Indiana, 2024, https://www.bls.gov/oes/current/oes_in.htm","No state-level trade license is required for commercial cleaning or janitorial services in Indiana. Business entities must register with the Indiana Secretary of State, and local municipalities or county clerk offices may require local business licenses or operating permits.","Indiana Professional Licensing Agency (IPLA), 2024, https://www.in.gov/pla"
commercial-cleaning,Iowa,IA,16.64,-1.19,"U.S. Bureau of Labor Statistics (BLS) May 2023 OEWS, 2024, https://www.bls.gov/oes/current/oes_ia.htm","No state-level contractor or occupational license is required for commercial cleaning or janitorial businesses in Iowa. Commercial cleaning companies must obtain an Iowa Sales Tax Permit from the Iowa Department of Revenue, as cleaning services are subject to state sales tax, and register their business entity with the Iowa Secretary of State.","Iowa Department of Inspections, Appeals, and Licensing (DIAL) / Iowa Department of Revenue, 2024, https://dial.iowa.gov"
commercial-cleaning,Kansas,KS,14.61,-13.24,"U.S. Bureau of Labor Statistics (BLS) OEWS, May 2023, https://www.bls.gov/oes/current/oes_ks.htm",No statewide contractor license is required for commercial cleaning and janitorial services in Kansas. Regulations and business licenses are managed at the local city or municipal level.,"Kansas Business Center / Kansas Secretary of State, 2025, https://www.kansas.gov"
commercial-cleaning,Kentucky,KY,14.4,-14.49,"U.S. Bureau of Labor Statistics (BLS), May 2023 State Occupational Employment and Wage Estimates - Kentucky (SOC 37-2011), 2024, https://www.bls.gov/oes/current/oes_ky.htm","No state-level contractor or trade license is required for commercial cleaning and janitorial services in Kentucky. Business licensing and contractor registration are administered at the local city or county level (e.g., Louisville Metro or Lexington-Fayette Urban County Government), alongside general state tax and business registration with the Kentucky Secretary of State and Department of Revenue.","Kentucky Department of Housing, Buildings and Construction (KDHBC) / Kentucky One Stop Business Portal, 2024, https://dhbc.ky.gov"
commercial-cleaning,Louisiana,LA,12.49,-25.83,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_la.htm","Louisiana does not require a state-level contractor or trade license for routine janitorial or commercial cleaning services. The Louisiana State Licensing Board for Contractors (LSLBC) mandates commercial contractor licenses for construction/renovation projects exceeding $50,000 and mold remediation licenses for projects exceeding $7,500, but standard janitorial/cleaning is exempt. State business registration through the Louisiana Secretary of State and sales tax registration with the Louisiana Department of Revenue are required, as is local occupational licensing at the parish or municipal level.","Louisiana State Licensing Board for Contractors (LSLBC), 2024, https://www.lslbc.louisiana.gov"
